context_length,total_pseudo_channels,seed,head_dim,logit_std,scalar_format,max_abs_error,mean_abs_error,rmse,relative_l2_error,cosine_similarity,vs_fp32_partial_max_abs_error,vs_fp32_partial_mean_abs_error,vs_fp32_partial_rmse,vs_fp32_partial_relative_l2_error,vs_fp32_partial_cosine_similarity
4096,16,6,128,1.0,fp32,1.0863015851431124e-08,2.8137435290021274e-09,3.562202508032964e-09,1.3519982052258238e-07,0.9999999999999909,0.0,0.0,0.0,0.0,1.0
4096,16,6,128,1.0,bf16,0.0005328014817330695,0.00011499959962455388,0.00015698159549573396,0.005958078881958795,0.9999823341756693,0.0005328041975083408,0.00011499959171021129,0.00015698235158971734,0.00595810771500824,0.9999823340133028
4096,16,6,128,1.0,fp16,0.00015467539759148746,6.5582563544513e-05,7.707702469330952e-05,0.0029253811038116493,0.9999958011994552,0.00015467901709107293,6.558077349977075e-05,7.707499339652288e-05,0.002925304074882467,0.9999958014338582
4096,16,7,128,1.0,fp32,1.8732291077669383e-08,6.081723675007877e-09,7.30770348875844e-09,5.236992121456017e-07,0.9999999999999152,0.0,0.0,0.0,0.0,1.0
4096,16,7,128,1.0,bf16,0.0015935254898868621,0.0006654460340307799,0.0007839580043156225,0.056181560985184766,0.9986641763570242,0.0015935437897553369,0.0006654519882464369,0.0007839646756324615,0.056182020913682296,0.998664157029922
4096,16,7,128,1.0,fp16,0.00013353834687213073,5.0112718148924785e-05,6.0068555492438846e-05,0.0043047525442851805,0.9999924732733011,0.00013355664674060547,5.011861040576046e-05,6.0075053145767196e-05,0.00430521680011052,0.9999924718739164
4096,16,8,128,1.0,fp32,1.488941206879155e-08,4.697777843247152e-09,5.710525602640981e-09,2.2801276019787385e-07,0.9999999999999822,0.0,0.0,0.0,0.0,1.0
4096,16,8,128,1.0,bf16,0.000474051486539135,9.756546304017523e-05,0.00012953557772273075,0.005172162192342939,0.9999879115111431,0.0004740428653391346,9.75639504528013e-05,0.00012953346343657,0.005172077117216294,0.9999879117473237
4096,16,8,128,1.0,fp16,7.66951201728594e-05,1.4406732333332548e-05,1.9991859532862022e-05,0.0007982450987467593,0.9999997085678208,7.670387124696088e-05,1.440745646522439e-05,1.9992373304678782e-05,0.0007982655118197238,0.9999997085810419
4096,16,1,128,4.0,fp32,2.3298896523193946e-07,7.590102117342468e-08,9.418294297471512e-08,2.8127192730040265e-07,0.9999999999999909,0.0,0.0,0.0,0.0,1.0
4096,16,1,128,4.0,bf16,0.007388940028649316,0.002330654187386458,0.0029091362822125867,0.008687967725717984,0.9999898772318792,0.007388722255749158,0.002330580380390758,0.002909046860880486,0.008687698522923152,0.9999898777132344
4096,16,1,128,4.0,fp16,0.0012965483149495194,0.00046401424583769884,0.0005668972857523594,0.0016930060487464343,0.9999993437692218,0.0012964045305500216,0.00046395966105236325,0.0005668299717612738,0.0016928046002423279,0.9999993438012138
