variant,shape_key,shape,total_completion_us,baseline_total_completion_us,delta_total_completion_us,gpu_accepted_to_column_issue_mean_us,kv_accepted_to_column_issue_mean_us,gpu_injection_rejected_attempts,kv_injection_rejected_attempts
rb64-dual,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,"{""gpu_read_transactions"": 0, ""kv_read_transactions"": 2097152, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",20.994792,20.662824,0.3319679999999998,0.0,0.0829314814453125,0,10780416
rb64-dual,0fc462e51034129a5d92c1202114715804695f13840a57af0c1faec0550e2aea,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 2097152, ""pim_gwrite_waves"": 1024, ""pim_mac_waves"": 384, ""pim_read_waves"": 4}",46.117656,40.710072,5.407584,0.09195039285714286,0.1056444111328125,12475392,12066688
rb64-dual,1b902657bc662f98c6776b4b7fe03d29366b5b588b8ce1d2b751943a5efed8a8,"{""gpu_read_transactions"": 2359296, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",113.583912,107.276208,6.307704000000001,0.09334997005208333,0.09009149963378907,13474304,45912832
rb64-dual,48b0cab302207be90ff4dae6f2bbb9fae82174adf9934ab09d10a3dc970f7903,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 2097152, ""pim_gwrite_waves"": 4096, ""pim_mac_waves"": 1536, ""pim_read_waves"": 16}",49.321272,49.301928,0.019344000000003803,0.09107133072916668,0.0958079560546875,8025344,10459520
rb64-dual,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,"{""gpu_read_transactions"": 2359296, ""kv_read_transactions"": 0, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",23.615592,23.288616,0.3269759999999984,0.08291423697916667,0.0,12131072,0
rb64-dual,61a354e5410c6bc400a1b8d3592198586eb22ba9a4a79bb194fb02114ba4fe0f,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 0, ""pim_gwrite_waves"": 8192, ""pim_mac_waves"": 3072, ""pim_read_waves"": 32}",98.535528,98.535528,0.0,0.08215681770833333,0.0,5997568,0
rb64-dual,6ac70e80a43138efda6468880d2247d1b954ba6a0caf3846af8f69cdc438dbf3,"{""gpu_read_transactions"": 2359296, ""kv_read_transactions"": 4194304, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",71.326632,64.851696,6.474936,0.09334997005208333,0.09649913012695313,13474304,24102656
rb64-dual,721d1ffbcce835c31d643e3ffad679cfa42c3ac840b91dc3a8f84338dbc69245,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 0, ""pim_gwrite_waves"": 2048, ""pim_mac_waves"": 768, ""pim_read_waves"": 8}",24.660792,24.661104,-0.00031200000000097816,0.08341248809523809,0.0,10679936,0
rb64-dual,7481f917e97e1db6760f8506ae31d31cbe4c6a1a0469acad5569d337ef33c8ce,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 4194304, ""pim_gwrite_waves"": 1024, ""pim_mac_waves"": 384, ""pim_read_waves"": 4}",67.570776,61.883016,5.687759999999997,0.09278713244047619,0.09496897045898438,12571392,23018880
rb64-dual,987be3fda115241bbe194b830e0005589b32a70b6852bfd1ae7b3abd93502d71,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 4096, ""pim_mac_waves"": 1536, ""pim_read_waves"": 16}",98.631624,95.2926,3.339024000000009,0.09001051041666668,0.08692603454589844,14120576,37219712
rb64-dual,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 0, ""pim_gwrite_waves"": 4096, ""pim_mac_waves"": 1536, ""pim_read_waves"": 16}",49.28508,49.28508,0.0,0.08220583854166667,0.0,6000384,0
rb64-dual,a69e6d5251ebb1936b42ad0ed5eac084d5e705c93ce4529f6ca527bd16cca2ce,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 1024, ""pim_mac_waves"": 384, ""pim_read_waves"": 4}",109.828056,104.280384,5.547672000000006,0.09278713244047619,0.08932641979980468,12571392,44829056
rb64-dual,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,"{""gpu_read_transactions"": 0, ""kv_read_transactions"": 4194304, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",42.15588,41.860104,0.2957760000000036,0.0,0.08339843408203125,0,21705472
rb64-dual,c2804e40610e68d4510163daa20ec4d6ef40aa53468413b1aed624dbbe747444,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 4194304, ""pim_gwrite_waves"": 4096, ""pim_mac_waves"": 1536, ""pim_read_waves"": 16}",56.366856,53.350752,3.0161039999999986,0.09042373437500001,0.09000100268554688,9594240,19838080
rb64-dual,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,"{""gpu_read_transactions"": 0, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",84.41316,84.240936,0.17222399999999993,0.0,0.08354115161132812,0,43515648
rb64-dual,cc5fa2d380d97dda182ca3a78f37d544a336823837d178ae929ee4c6cd5711c3,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 2048, ""pim_mac_waves"": 768, ""pim_read_waves"": 8}",109.376904,103.918152,5.45875199999999,0.09200808035714286,0.0890515869140625,24875264,32233728
rb64-dual,cdcaff2fdb04a5fd6014e8c0bdd542bbe1943c614df1ba1d737f25dbeb4bf2a9,"{""gpu_read_transactions"": 2359296, ""kv_read_transactions"": 2097152, ""pim_gwrite_waves"": 0, ""pim_mac_waves"": 0, ""pim_read_waves"": 0}",49.734984,43.688112,6.0468720000000005,0.09257701171875,0.106579001953125,13322624,12963712
rb64-dual,cdf700c1a76b5dbd55ae7847ef3095b4b4175691e5eb606f84bace92efe889c5,"{""gpu_read_transactions"": 1179648, ""kv_read_transactions"": 8388608, ""pim_gwrite_waves"": 8192, ""pim_mac_waves"": 3072, ""pim_read_waves"": 32}",98.835984,98.559552,0.2764319999999998,0.09006884114583333,0.08710232958984375,16374912,34982144
rb64-dual,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,"{""gpu_read_transactions"": 2064384, ""kv_read_transactions"": 0, ""pim_gwrite_waves"": 1024, ""pim_mac_waves"": 384, ""pim_read_waves"": 4}",20.760792,20.298408,0.46238400000000013,0.08332044345238096,0.0,10683264,0
