variant,case,placement,batch_size,context_length,gpu_experts,pim_experts,expert_only_shape_key,kv_only_shape_key,combined_shape_key,expert_only_us,kv_only_us,combined_us,combined_minus_isolated_max_us,combined_over_isolated_max,expert_completion_delta_us,expert_completion_ratio,gpu_expert_completion_delta_us,gpu_expert_completion_ratio,pim_expert_completion_delta_us,pim_expert_completion_ratio,kv_completion_delta_us,kv_completion_ratio,gpu_accepted_to_column_issue_mean_us,kv_accepted_to_column_issue_mean_us,gpu_isolated_accepted_to_column_issue_mean_us,kv_isolated_accepted_to_column_issue_mean_us,gpu_rejected_attempts_per_request,kv_rejected_attempts_per_request
rb64-dual,b8_c16k,gpu-only,8,16384,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,1b902657bc662f98c6776b4b7fe03d29366b5b588b8ce1d2b751943a5efed8a8,23.615592,84.41316,113.583912,29.170751999999993,1.3455711408031639,59.581703999999995,3.522981596226764,59.581703999999995,3.522981596226764,0.0,,29.170751999999993,1.3455711408031639,0.09334997005208333,0.09009149963378907,0.08291423697916667,0.08354115161132812,5.711154513888889,5.473236083984375
rb64-dual,b8_c16k,frozen-oracle,8,16384,7,1,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,a69e6d5251ebb1936b42ad0ed5eac084d5e705c93ce4529f6ca527bd16cca2ce,20.760792,84.41316,109.828056,25.414896,1.301077414943357,57.25137600000001,3.7576682045656065,57.25137600000001,3.7576682045656065,0.009984000000001103,1.0008086117147623,25.414896,1.301077414943357,0.09278713244047619,0.08932641979980468,0.08332044345238096,0.08354115161132812,6.089657738095238,5.3440399169921875
rb64-dual,b8_c16k,fixed-half-prefix,8,16384,4,4,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,987be3fda115241bbe194b830e0005589b32a70b6852bfd1ae7b3abd93502d71,49.28508,84.41316,98.631624,14.218463999999997,1.1684389495666314,13.023815999999997,1.264254739974045,50.566776,5.30644347017404,0.036816000000001736,1.000747000917925,14.218463999999997,1.1684389495666314,0.09001051041666668,0.08692603454589844,0.08220583854166667,0.08354115161132812,11.970160590277779,4.4369354248046875
rb64-dual,b16_c8k,gpu-only,16,8192,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,1b902657bc662f98c6776b4b7fe03d29366b5b588b8ce1d2b751943a5efed8a8,23.615592,84.41316,113.583912,29.170751999999993,1.3455711408031639,59.581703999999995,3.522981596226764,59.581703999999995,3.522981596226764,0.0,,29.170751999999993,1.3455711408031639,0.09334997005208333,0.09009149963378907,0.08291423697916667,0.08354115161132812,5.711154513888889,5.473236083984375
rb64-dual,b16_c8k,frozen-oracle,16,8192,7,1,721d1ffbcce835c31d643e3ffad679cfa42c3ac840b91dc3a8f84338dbc69245,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,cc5fa2d380d97dda182ca3a78f37d544a336823837d178ae929ee4c6cd5711c3,24.660792,84.41316,109.376904,24.96374399999999,1.2957328454473211,52.89959999999999,3.145089257473969,56.776512,3.731757111761615,0.015912000000000148,1.0006452347515846,24.96374399999999,1.2957328454473211,0.09200808035714286,0.0890515869140625,0.08341248809523809,0.08354115161132812,12.049727182539682,3.842559814453125
rb64-dual,b16_c8k,fixed-half-prefix,16,8192,4,4,61a354e5410c6bc400a1b8d3592198586eb22ba9a4a79bb194fb02114ba4fe0f,c3898dba0eadc0cc0f7933a1ff3a0c21b9bb856f4cdb0894aa3710cfa4930c34,cdf700c1a76b5dbd55ae7847ef3095b4b4175691e5eb606f84bace92efe889c5,98.535528,84.41316,98.835984,0.30045599999999695,1.003049214898407,0.05303999999999576,1.0005382830038725,50.579256,5.310140380729554,0.05303999999999576,1.0005382830038725,14.422823999999991,1.170859899096302,0.09006884114583333,0.08710232958984375,0.08215681770833333,0.08354115161132812,13.881184895833334,4.170196533203125
rb128-dual,b8_c4k,gpu-only,8,4096,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,cdcaff2fdb04a5fd6014e8c0bdd542bbe1943c614df1ba1d737f25dbeb4bf2a9,23.49204,20.87124,44.951712,21.459672,1.9134869513247892,21.459672,1.9134869513247892,21.459672,1.9134869513247892,0.0,,22.864919999999998,2.095522834292548,0.16519655208333334,0.1795157431640625,0.1640547356770833,0.16392448388671876,5.775065104166667,4.61517333984375
rb128-dual,b8_c4k,frozen-oracle,8,4096,7,1,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,0fc462e51034129a5d92c1202114715804695f13840a57af0c1faec0550e2aea,20.607912,20.87124,41.817048,20.945808,2.0035727632857463,21.096816000000004,2.0237240919895236,21.096816000000004,2.0237240919895236,0.009047999999999945,1.0007328043665034,20.945808,2.0035727632857463,0.16393000000000002,0.17920242919921875,0.16444943898809525,0.16392448388671876,4.954923115079365,5.495361328125
rb128-dual,b8_c4k,fixed-half-prefix,8,4096,4,4,a57657f8f60627c0b42bc8893efddef5de1d5c4d963625a8d6ddb8a4c5765bb1,086651f43deeb27c329b73ea5fdb2636c7cd239593e7acc1b658e39600fd7639,48b0cab302207be90ff4dae6f2bbb9fae82174adf9934ab09d10a3dc970f7903,49.285392,20.87124,49.313472,0.028079999999995664,1.0005697428560576,0.028079999999995664,1.0005697428560576,16.647696000000003,2.4330835549109664,0.028079999999995664,1.0005697428560576,12.038832,1.5768144106435458,0.16328605989583334,0.173697697265625,0.16139750520833332,0.16392448388671876,5.632161458333333,4.939697265625
rb128-dual,b8_c8k,gpu-only,8,8192,8,0,52ccb710699d573f717b10f9f89d0a7e6287c632dfb3e3159a64e267549eee5f,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,6ac70e80a43138efda6468880d2247d1b954ba6a0caf3846af8f69cdc438dbf3,23.49204,42.032328,66.054456,24.022128000000002,1.5715155249074,33.300696,2.4175310445580718,33.300696,2.4175310445580718,0.0,,24.022128000000002,1.5715155249074,0.1646280390625,0.17410911108398439,0.1640547356770833,0.16551425756835939,7.472710503472222,3.965179443359375
rb128-dual,b8_c8k,frozen-oracle,8,8192,7,1,f6613ee99fd29306ac38ed1dfcddb7a9f4a11b218a49024de13b5a74d1e87881,a6fb6210aaef4eefd3cf865a407e648d37fa1dce41ab0a5618cb76989bc07b14,7481f917e97e1db6760f8506ae31d31cbe4c6a1a0469acad5569d337ef33c8ce,20.607912,42.032328,63.01308,20.980752000000003,1.499157505622815,31.723536000000003,2.5393862318511458,31.723536000000003,2.5393862318511458,0.009047999999999945,1.0007328043665034,20.980752000000003,1.499157505622815,0.16483574404761903,0.17287098486328126,0.16444943898809525,0.16551425756835939,6.994481646825397,4.353424072265625
