gpu_prefix_length,gpu_experts,gpu_tokens,pim_tokens,gpu_memory_us,gpu_compute_us,gpu_path_us,pim_path_us,scheduler_us,objective_us,step,layer,selected
16,0;2;9;14;20;38;49;56;58;65;95;103;112;113;116;119,36,28,47.091096,3.150994944,50.242090944,43.13088,20.0,70.242090944,7,24,True
16,1;2;6;32;36;41;42;57;77;89;91;104;109;120;123;127,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,7,25,True
16,0;7;8;11;15;16;18;22;47;55;60;66;71;82;95;108,37,27,47.01216,3.155189248,50.167349248,41.609256,20.0,70.167349248,7,26,True
16,10;16;20;23;31;35;46;56;59;61;69;76;77;89;90;113,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,27,True
16,6;11;13;16;19;29;34;44;50;67;73;77;84;89;110;115,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,7,28,True
16,0;1;6;18;36;58;63;64;65;83;84;92;100;103;116;120,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,7,29,True
16,5;8;12;13;16;18;19;27;30;32;56;63;74;103;118;123,34,30,46.995936,3.142606336,50.138542336,46.208136,20.0,70.138542336,7,30,True
16,0;2;3;21;28;31;34;51;59;62;78;91;98;103;109;118,32,32,47.198424,3.134217728,50.332641728,49.28664,20.0,70.332641728,7,31,True
16,1;2;3;4;6;15;20;27;29;38;43;101;103;106;116;127,39,25,47.047728,3.163577856,50.211305856,38.532312,20.0,70.211305856,7,32,True
16,0;2;10;21;22;27;32;35;40;41;45;49;82;112;114;117,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,33,True
16,5;23;37;43;69;70;71;82;83;86;95;98;103;108;109;124,42,22,46.94664,3.176160768,50.122800768,33.895368,20.0,70.122800768,7,34,True
16,0;8;9;16;18;21;30;42;51;67;68;73;82;90;97;116,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,7,35,True
16,0;2;9;25;26;29;38;56;58;73;95;103;110;112;116;119,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,7,36,True
16,1;5;6;7;36;41;49;57;77;89;91;95;104;109;123;127,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,7,37,True
16,0;3;5;8;16;18;22;47;55;60;66;71;73;87;110;111,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,7,38,True
16,2;6;10;20;23;46;48;56;59;61;76;77;90;107;113;120,40,24,46.981272,3.16777216,50.14904416,36.973872,20.0,70.14904416,7,39,True
16,13;19;23;29;44;50;67;77;84;100;105;108;110;114;115;127,45,19,46.930104,3.18874368,50.11884768,29.296488,20.0,70.11884768,7,40,True
16,0;16;36;54;63;64;65;71;81;85;90;92;102;103;115;122,47,17,46.914504,3.197132288,50.111636288,26.218296,20.0,70.111636288,7,41,True
16,1;3;5;8;20;23;24;28;32;34;49;59;75;76;90;126,43,21,46.947888,3.180355072,50.128243072,32.37468,20.0,70.128243072,7,42,True
16,2;6;16;37;40;45;47;73;74;75;78;80;94;121;125;127,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,7,43,True
16,0;1;3;6;11;13;14;21;23;30;32;79;80;94;110;121,38,26,47.074872,3.159383552,50.234255552,40.052688,20.0,70.234255552,7,44,True
16,1;4;5;7;10;22;26;27;47;56;76;82;83;84;87;101,48,16,46.978152,3.201326592,50.179478592,24.661728,20.0,70.179478592,7,45,True
16,5;6;10;11;37;45;47;51;71;74;75;96;97;98;123;124,41,23,47.003424,3.171966464,50.175390464,35.452872,20.0,70.175390464,7,46,True
16,1;5;11;12;14;15;16;21;31;44;82;90;98;114;121;127,44,20,46.944456,3.184549376,50.129005376,30.817488,20.0,70.129005376,7,47,True
