step,layer,expert_id,token_count,target
1,35,81,16,gpu
1,35,104,16,gpu
1,35,110,16,gpu
1,35,120,16,gpu
1,36,11,16,gpu
1,36,18,16,gpu
1,36,20,6,pim
1,36,28,16,gpu
1,36,57,11,gpu
1,36,62,16,gpu
1,36,77,1,pim
1,36,106,12,gpu
1,36,109,16,gpu
1,36,111,2,pim
1,36,125,16,gpu
1,37,27,16,gpu
1,37,30,16,gpu
1,37,34,16,gpu
1,37,80,16,gpu
1,37,86,16,gpu
1,37,91,16,gpu
1,37,110,16,gpu
1,37,124,16,pim
1,38,2,16,gpu
1,38,19,16,gpu
1,38,91,16,gpu
1,38,97,16,gpu
1,38,109,16,gpu
1,38,110,16,gpu
1,38,113,16,gpu
1,38,121,16,pim
1,39,14,16,gpu
1,39,16,16,gpu
1,39,48,16,gpu
1,39,50,16,gpu
1,39,84,16,gpu
1,39,88,13,pim
1,39,99,16,gpu
1,39,112,3,pim
1,39,118,16,gpu
1,40,4,16,gpu
1,40,19,16,gpu
1,40,34,16,gpu
1,40,46,9,pim
1,40,50,16,gpu
1,40,53,16,gpu
1,40,91,16,gpu
1,40,97,7,pim
1,40,98,16,gpu
1,41,30,11,pim
1,41,37,15,gpu
1,41,51,1,pim
1,41,61,5,pim
1,41,80,16,gpu
1,41,83,16,gpu
1,41,100,16,gpu
1,41,116,16,gpu
1,41,123,16,gpu
1,41,124,16,gpu
1,42,21,16,gpu
1,42,30,16,gpu
1,42,43,16,gpu
1,42,58,1,pim
1,42,63,16,gpu
1,42,66,15,pim
1,42,76,16,gpu
1,42,88,16,gpu
1,42,119,16,gpu
1,43,10,4,pim
1,43,11,16,gpu
1,43,29,16,gpu
1,43,32,16,gpu
1,43,45,16,gpu
1,43,86,12,pim
1,43,91,16,gpu
1,43,94,16,gpu
1,43,98,16,gpu
1,44,15,16,gpu
1,44,40,16,gpu
1,44,63,16,gpu
1,44,79,16,gpu
1,44,96,16,gpu
1,44,103,1,pim
1,44,104,16,gpu
1,44,108,16,gpu
1,44,112,15,pim
1,45,1,16,gpu
1,45,4,16,gpu
1,45,7,16,gpu
1,45,18,16,gpu
1,45,53,16,gpu
1,45,54,16,gpu
1,45,73,16,gpu
1,45,89,16,pim
1,46,4,16,gpu
1,46,20,16,gpu
1,46,21,6,pim
1,46,40,16,gpu
1,46,48,16,gpu
1,46,64,8,pim
1,46,76,2,pim
